Begrotingsjaar;Valuta;eenheid;Uitgaven (U) Verplichtingen (V) Ontvangsten (O);Begrotingsstaat;Onderdeel;Omschrijving;ontwerpbegroting;vastgestelde begroting;1ste suppletoire begroting;2de suppletoire begroting;Realisatie;Url
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;9554078;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;7229225;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;3837743;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;2535936;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;4000062;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;11652;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;386420;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;4231184;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;114872;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;13;Lesgelden;7012;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;14;Cultuur;899248;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;15;Media;997240;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;813290;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;25;Emancipatie;11449;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;91;Nominaal en onvoorzien;5367;;;;;
2014;Euro;x1000;V;VIII, Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;234723;;;;;
2014;Euro;x1000;U;IXA, Nationale Schuld;-;TOTAAL;48741322;;;;;
2014;Euro;x1000;U;IXA, Nationale Schuld;1;Financiering staatsschuld;41562811;;;;;
2014;Euro;x1000;U;IXA, Nationale Schuld;2;Kasbeheer;7178511;;;;;
2014;Euro;x1000;O;IXA, Nationale Schuld;-;TOTAAL;51649014;;;;;
2014;Euro;x1000;O;IXA, Nationale Schuld;1;Financiering staatsschuld;48529076;;;;;
2014;Euro;x1000;O;IXA, Nationale Schuld;2;Kasbeheer;3119938;;;;;
2014;Euro;x1000;V;IXA, Nationale Schuld;-;TOTAAL;48741322;;;;;
2014;Euro;x1000;V;IXA, Nationale Schuld;1;Financiering staatsschuld;41562811;;;;;
2014;Euro;x1000;V;IXA, Nationale Schuld;2;Kasbeheer;7178511;;;;;
2014;Euro;x1000;U;IXB, Financiën;-;TOTAAL;9261668;;;;;
2014;Euro;x1000;U;IXB, Financiën;1;Belastingen;3297439;;;;;
2014;Euro;x1000;U;IXB, Financiën;2;Financiele Markten;57004;;;;;
2014;Euro;x1000;U;IXB, Financiën;3;Financ. act. Publiek-Private sector;1652866;;;;;
2014;Euro;x1000;U;IXB, Financiën;4;Internationale Fin. Betrekkingen;1119514;;;;;
2014;Euro;x1000;U;IXB, Financiën;5;Exportkrediet- en investeringsverzekering;110006;;;;;
2014;Euro;x1000;U;IXB, Financiën;6;BTW-Compensatiefonds;2816420;;;;;
2014;Euro;x1000;U;IXB, Financiën;7;Beheer materiele activa;306;;;;;
2014;Euro;x1000;U;IXB, Financiën;10;Nominaal en onvoorzien;3425;;;;;
2014;Euro;x1000;U;IXB, Financiën;21;Centraal Apparaat;204688;;;;;
2014;Euro;x1000;O;IXB, Financiën;-;TOTAAL;6066909;;;;;
2014;Euro;x1000;O;IXB, Financiën;1;Belastingen;877575;;;;;
2014;Euro;x1000;O;IXB, Financiën;2;Financiele Markten;162931;;;;;
2014;Euro;x1000;O;IXB, Financiën;3;Financ. act. Publiek-Private sector;4864748;;;;;
2014;Euro;x1000;O;IXB, Financiën;4;Internationale Fin. Betrekkingen;29970;;;;;
2014;Euro;x1000;O;IXB, Financiën;5;Exportkrediet- en investeringsverzekering;99500;;;;;
2014;Euro;x1000;O;IXB, Financiën;6;BTW-Compensatiefonds;0;;;;;
2014;Euro;x1000;O;IXB, Financiën;7;Beheer materiele activa;1800;;;;;
2014;Euro;x1000;O;IXB, Financiën;10;Nominaal en onvoorzien;0;;;;;
2014;Euro;x1000;O;IXB, Financiën;21;Centraal Apparaat;30385;;;;;
2014;Euro;x1000;V;IXB, Financiën;-;TOTAAL;18380610;;;;;
2014;Euro;x1000;V;IXB, Financiën;1;Belastingen;3297439;;;;;
2014;Euro;x1000;V;IXB, Financiën;2;Financiele Markten;57004;;;;;
2014;Euro;x1000;V;IXB, Financiën;3;Financ. act. Publiek-Private sector;303866;;;;;
2014;Euro;x1000;V;IXB, Financiën;4;Internationale Fin. Betrekkingen;1081076;;;;;
2014;Euro;x1000;V;IXB, Financiën;5;Exportkrediet- en investeringsverzekering;10616386;;;;;
2014;Euro;x1000;V;IXB, Financiën;6;BTW-Compensatiefonds;2816420;;;;;
2014;Euro;x1000;V;IXB, Financiën;7;Beheer materiele activa;306;;;;;
2014;Euro;x1000;V;IXB, Financiën;10;Nominaal en onvoorzien;3425;;;;;
2014;Euro;x1000;V;IXB, Financiën;21;Centraal Apparaat;204688;;;;;
2014;Euro;x1000;U;X, Defensie;-;TOTAAL;7602033;;;;;
2014;Euro;x1000;U;X, Defensie;1;Opdracht Inzet;6250;;;;;
2014;Euro;x1000;U;X, Defensie;2;Taakuitvoering Zeestrijdkrachten;693849;;;;;
2014;Euro;x1000;U;X, Defensie;3;Taakuitvoering Landstrijdkrachten;1108639;;;;;
2014;Euro;x1000;U;X, Defensie;4;Taakuitvoering Luchtstrijdkrachten;637987;;;;;
2014;Euro;x1000;U;X, Defensie;5;Taakuitvoering Koninklijke Marechaussee;311529;;;;;
2014;Euro;x1000;U;X, Defensie;6;Investeringen Krijgsmacht;1192309;;;;;
2014;Euro;x1000;U;X, Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;814171;;;;;
2014;Euro;x1000;U;X, Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;972277;;;;;
2014;Euro;x1000;U;X, Defensie;9;Algemeen;113716;;;;;
2014;Euro;x1000;U;X, Defensie;10;Centraal apparaat;1698315;;;;;
2014;Euro;x1000;U;X, Defensie;11;Geheime uitgaven;5264;;;;;
2014;Euro;x1000;U;X, Defensie;12;Nominaal en onvoorzien;47727;;;;;
2014;Euro;x1000;O;X, Defensie;-;TOTAAL;326797;;;;;
2014;Euro;x1000;O;X, Defensie;1;Opdracht Inzet;1407;;;;;
2014;Euro;x1000;O;X, Defensie;2;Taakuitvoering Zeestrijdkrachten;20044;;;;;
2014;Euro;x1000;O;X, Defensie;3;Taakuitvoering Landstrijdkrachten;20523;;;;;
2014;Euro;x1000;O;X, Defensie;4;Taakuitvoering Luchtstrijdkrachten;15227;;;;;
2014;Euro;x1000;O;X, Defensie;5;Taakuitvoering Koninklijke Marechaussee;4590;;;;;
2014;Euro;x1000;O;X, Defensie;6;Investeringen Krijgsmacht;163788;;;;;
2014;Euro;x1000;O;X, Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;42933;;;;;
2014;Euro;x1000;O;X, Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;51377;;;;;
2014;Euro;x1000;O;X, Defensie;9;Algemeen;0;;;;;
2014;Euro;x1000;O;X, Defensie;10;Centraal apparaat;6908;;;;;
2014;Euro;x1000;O;X, Defensie;11;Geheime uitgaven;0;;;;;
2014;Euro;x1000;O;X, Defensie;12;Nominaal en onvoorzien;0;;;;;
2014;Euro;x1000;V;X, Defensie;-;TOTAAL;8025899;;;;;
2014;Euro;x1000;V;X, Defensie;1;Opdracht Inzet;6250;;;;;
2014;Euro;x1000;V;X, Defensie;2;Taakuitvoering Zeestrijdkrachten;693849;;;;;
2014;Euro;x1000;V;X, Defensie;3;Taakuitvoering Landstrijdkrachten;1108639;;;;;
2014;Euro;x1000;V;X, Defensie;4;Taakuitvoering Luchtstrijdkrachten;637987;;;;;
2014;Euro;x1000;V;X, Defensie;5;Taakuitvoering Koninklijke Marechaussee;311529;;;;;
2014;Euro;x1000;V;X, Defensie;6;Investeringen Krijgsmacht;1616175;;;;;
2014;Euro;x1000;V;X, Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;814171;;;;;
2014;Euro;x1000;V;X, Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;972277;;;;;
2014;Euro;x1000;V;X, Defensie;9;Algemeen;113716;;;;;
2014;Euro;x1000;V;X, Defensie;10;Centraal apparaat;1698315;;;;;
2014;Euro;x1000;V;X, Defensie;11;Geheime uitgaven;5264;;;;;
2014;Euro;x1000;V;X, Defensie;12;Nominaal en onvoorzien;47727;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;-;TOTAAL;10253769;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;11;Waterkwantiteit;39731;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;12;Waterkwaliteit;85558;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;13;Ruimtelijke Ontwikkeling;105979;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;14;Wegen en verkeersveiligheid;33119;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;15;Openbaar vervoer;7531;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;16;Spoor;24424;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;17;Luchtvaart;34291;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;18;Scheepvaart;5303;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;19;Klimaat;59422;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;20;Lucht en geluid;49383;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;21;Duurzaamheid;13530;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;22;Externe veiligheid en risico's;28134;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;23;Meteorologie, seismologie en aardobservatie;33926;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;24;Handhaving en toezicht;129559;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;25;Bijdrage BDU;1819189;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;26;Bijdrage investeringsfondsen;7452327;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;97;Algemeen departement;27206;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;98;Apparaatsuitgaven Kerndepartement;319700;;;;;
2014;Euro;x1000;U;XII, Infrastructuur en Milieu;99;Nominaal en onvoorzien;-14543;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;-;TOTAAL;261273;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;11;Waterkwantiteit;30;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;12;Waterkwaliteit;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;13;Ruimtelijke Ontwikkeling;934;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;14;Wegen en verkeersveiligheid;6782;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;15;Openbaar vervoer;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;16;Spoor;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;17;Luchtvaart;44851;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;18;Scheepvaart;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;19;Klimaat;200000;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;20;Lucht en geluid;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;21;Duurzaamheid;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;22;Externe veiligheid en risico's;2369;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;23;Meteorologie, seismologie en aardobservatie;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;24;Handhaving en toezicht;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;25;Bijdrage BDU;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;26;Bijdrage investeringsfondsen;0;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;97;Algemeen departement;3873;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;98;Apparaatsuitgaven Kerndepartement;2434;;;;;
2014;Euro;x1000;O;XII, Infrastructuur en Milieu;99;Nominaal en onvoorzien;0;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;-;TOTAAL;10171087;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;11;Waterkwantiteit;34814;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;12;Waterkwaliteit;83393;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;13;Ruimtelijke Ontwikkeling;136319;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;14;Wegen en verkeersveiligheid;28575;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;15;Openbaar vervoer;5734;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;16;Spoor;5348;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;17;Luchtvaart;20183;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;18;Scheepvaart;4963;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;19;Klimaat;50581;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;20;Lucht en geluid;32060;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;21;Duurzaamheid;12707;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;22;Externe veiligheid en risico's;25803;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;23;Meteorologie, seismologie en aardobservatie;33190;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;24;Handhaving en toezicht;129559;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;25;Bijdrage BDU;1779634;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;26;Bijdrage investeringsfondsen;7452327;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;97;Algemeen departement;27205;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;98;Apparaatsuitgaven Kerndepartement;323235;;;;;
2014;Euro;x1000;V;XII, Infrastructuur en Milieu;99;Nominaal en onvoorzien;-14543;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;-;TOTAAL;5032290;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;11;Goed functionerende economie en markten;197794;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;12;Een sterk innovatievermogen;814790;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;13;Een excellent ondernemingsklimaat;319466;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;14;Een doelmatige en duurzame energievoorziening;1538633;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;16;Een concurr., duurz.en veilige agro-, viss.- en voedeselket.;565726;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;17;Groen onderwijs van hoge kwaliteit;795701;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;18;Natuur, regio en ruimte;432349;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;40;Apparaat;367581;;;;;
2014;Euro;x1000;U;XIII, Economische Zaken;41;Nominaal en onvoorzien;250;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;-;TOTAAL;12733810;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;11;Goed functionerende economie en markten;52265;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;12;Een sterk innovatievermogen;49968;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;13;Een excellent ondernemingsklimaat;72087;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;14;Een doelmatige en duurzame energievoorziening;12165411;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;16;Een concurr., duurz.en veilige agro-, viss.- en voedeselket.;292779;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;17;Groen onderwijs van hoge kwaliteit;75;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;18;Natuur, regio en ruimte;86282;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;40;Apparaat;14943;;;;;
2014;Euro;x1000;O;XIII, Economische Zaken;41;Nominaal en onvoorzien;0;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;-;TOTAAL;9341400;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;11;Goed functionerende economie en markten;196702;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;12;Een sterk innovatievermogen;589198;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;13;Een excellent ondernemingsklimaat;2377631;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;14;Een doelmatige en duurzame energievoorziening;3899850;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;16;Een concurr., duurz.en veilige agro-, viss.- en voedeselket.;659135;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;17;Groen onderwijs van hoge kwaliteit;847506;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;18;Natuur, regio en ruimte;402156;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;40;Apparaat;368972;;;;;
2014;Euro;x1000;V;XIII, Economische Zaken;41;Nominaal en onvoorzien;250;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;-;TOTAAL;33755888;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;19665;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;2;Bijstand, Toeslagenwet en Sociale werkvoorziening;10578354;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;3;Arbeidsongeschiktheid;649;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;4;Jonggehandicapten;2952962;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;5;Werkloosheid;32444;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;6805;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;7;Kinderopvang;2402197;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;1053343;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;9;Nabestaanden;964;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;4486790;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;481338;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;11102706;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;121521;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;96;Apparaat;285829;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;98;Algemeen;48804;;;;;
2014;Euro;x1000;U;XV, Sociale Zaken en Werkgelegenheid;99;Nominaal en onvoorzien;181517;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;-;TOTAAL;1766181;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;39039;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;2;Bijstand, Toeslagenwet en Sociale werkvoorziening;53853;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;3;Arbeidsongeschiktheid;0;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;4;Jonggehandicapten;0;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;5;Werkloosheid;0;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;0;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;7;Kinderopvang;1413397;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;0;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;9;Nabestaanden;0;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;251967;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;0;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;0;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;4425;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;96;Apparaat;3500;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;98;Algemeen;0;;;;;
2014;Euro;x1000;O;XV, Sociale Zaken en Werkgelegenheid;99;Nominaal en onvoorzien;0;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;-;TOTAAL;33755936;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;1;Arbeidsmarkt;19687;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;2;Bijstand, Toeslagenwet en Sociale werkvoorziening;10578380;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;3;Arbeidsongeschiktheid;649;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;4;Jonggehandicapten;2952962;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;5;Werkloosheid;32444;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;6;Ziekte en zwangerschap;6805;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;7;Kinderopvang;2402197;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;8;Oudedagsvoorziening;1053343;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;9;Nabestaanden;964;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;10;Tegemoetkoming ouders;4486790;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;11;Uitvoeringskosten;481338;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;12;Rijksbijdragen;11102706;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;13;Integratie en maatschappelijke samenhang;121521;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;96;Apparaat;285829;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;98;Algemeen;48804;;;;;
2014;Euro;x1000;V;XV, Sociale Zaken en Werkgelegenheid;99;Nominaal en onvoorzien;181517;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;-;TOTAAL;14817147;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;1;Volksgezondheid;497952;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;2;Curatieve Zorg;2733958;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;3;Maatschappelijke Ondersteuning en Langdurige Zorg;4193291;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;4;Zorgbreed Beleid;697717;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;5;Jeugd;1551126;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;6;Sport en Bewegen;132421;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;7;Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog;327802;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;8;Tegemoetkoming Specifieke Kosten;4466171;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;9;Algemeen;30748;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;10;Apparaatsuitgaven;222775;;;;;
2014;Euro;x1000;U;XVI, Volksgezondheid, Welzijn en Sport;11;Nominaal en Onvoorzien;-36814;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;-;TOTAAL;72662;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;1;Volksgezondheid;11003;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;2;Curatieve Zorg;35853;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;3;Maatschappelijke Ondersteuning en Langdurige Zorg;3441;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;4;Zorgbreed Beleid;4858;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;5;Jeugd;4508;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;6;Sport en Bewegen;1740;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;7;Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog;901;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;8;Tegemoetkoming Specifieke Kosten;0;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;9;Algemeen;0;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;10;Apparaatsuitgaven;5358;;;;;
2014;Euro;x1000;O;XVI, Volksgezondheid, Welzijn en Sport;11;Nominaal en Onvoorzien;5000;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;-;TOTAAL;14596567;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;1;Volksgezondheid;494520;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;2;Curatieve Zorg;2692612;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;3;Maatschappelijke Ondersteuning en Langdurige Zorg;4193311;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;4;Zorgbreed Beleid;694225;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;5;Jeugd;1404726;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;6;Sport en Bewegen;106544;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;7;Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog;327802;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;8;Tegemoetkoming Specifieke Kosten;4466171;;;;;
