Begrotingsjaar;Valuta;eenheid;Uitgaven (U) Verplichtingen (V) Ontvangsten (O);Begrotingsstaat;Onderdeel;Omschrijving;ontwerpbegroting;vastgestelde begroting;1ste suppletoire begroting;2de suppletoire begroting;Realisatie;Url
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;9;Algemeen;30748;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;10;Apparaatsuitgaven;222722;;;;;
2014;Euro;x1000;V;XVI, Volksgezondheid, Welzijn en Sport;11;Nominaal en Onvoorzien;-36814;;;;;
2014;Euro;x1000;U;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;-;TOTAAL;2795676;;;;;
2014;Euro;x1000;U;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;41;Duurzame handel en investeringen;463256;;;;;
2014;Euro;x1000;U;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;42;Duurzame ontwikkeling, voedselzekerheid en water;581953;;;;;
2014;Euro;x1000;U;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;43;Sociale vooruitgang;985987;;;;;
2014;Euro;x1000;U;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;44;Vrede en veiligheid voor ontwikkeling;685469;;;;;
2014;Euro;x1000;U;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;45;Versterkte kaders voor ontwikkeling;79011;;;;;
2014;Euro;x1000;O;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;-;TOTAAL;96030;;;;;
2014;Euro;x1000;O;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;41;Duurzame handel en investeringen;9315;;;;;
2014;Euro;x1000;O;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;42;Duurzame ontwikkeling, voedselzekerheid en water;0;;;;;
2014;Euro;x1000;O;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;43;Sociale vooruitgang;0;;;;;
2014;Euro;x1000;O;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;44;Vrede en veiligheid voor ontwikkeling;0;;;;;
2014;Euro;x1000;O;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;45;Versterkte kaders voor ontwikkeling;86715;;;;;
2014;Euro;x1000;V;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;-;TOTAAL;3367959;;;;;
2014;Euro;x1000;V;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;41;Duurzame handel en investeringen;992055;;;;;
2014;Euro;x1000;V;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;42;Duurzame ontwikkeling, voedselzekerheid en water;704650;;;;;
2014;Euro;x1000;V;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;43;Sociale vooruitgang;453048;;;;;
2014;Euro;x1000;V;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;44;Vrede en veiligheid voor ontwikkeling;792569;;;;;
2014;Euro;x1000;V;XVII, Buitenlandse Handel & Ontwikkelingssamenwerking;45;Versterkte kaders voor ontwikkeling;425637;;;;;
2014;Euro;x1000;U;XVIII, Wonen & Rijksdienst;-;TOTAAL;3370782;;;;;
2014;Euro;x1000;U;XVIII, Wonen & Rijksdienst;11;Woningmarkt;3031676;;;;;
2014;Euro;x1000;U;XVIII, Wonen & Rijksdienst;12;Woonomgeving en bouw;176384;;;;;
2014;Euro;x1000;U;XVIII, Wonen & Rijksdienst;13;Kwaliteit Rijksdienst;17896;;;;;
2014;Euro;x1000;U;XVIII, Wonen & Rijksdienst;16;Uitvoering rijksvastgoedbeleid;144826;;;;;
2014;Euro;x1000;O;XVIII, Wonen & Rijksdienst;-;TOTAAL;588412;;;;;
2014;Euro;x1000;O;XVIII, Wonen & Rijksdienst;11;Woningmarkt;471230;;;;;
2014;Euro;x1000;O;XVIII, Wonen & Rijksdienst;12;Woonomgeving en bouw;91;;;;;
2014;Euro;x1000;O;XVIII, Wonen & Rijksdienst;13;Kwaliteit Rijksdienst;250;;;;;
2014;Euro;x1000;O;XVIII, Wonen & Rijksdienst;16;Uitvoering rijksvastgoedbeleid;116841;;;;;
2014;Euro;x1000;V;XVIII, Wonen & Rijksdienst;-;TOTAAL;3440901;;;;;
2014;Euro;x1000;V;XVIII, Wonen & Rijksdienst;11;Woningmarkt;3101815;;;;;
2014;Euro;x1000;V;XVIII, Wonen & Rijksdienst;12;Woonomgeving en bouw;176364;;;;;
2014;Euro;x1000;V;XVIII, Wonen & Rijksdienst;13;Kwaliteit Rijksdienst;17896;;;;;
2014;Euro;x1000;V;XVIII, Wonen & Rijksdienst;16;Uitvoering rijksvastgoedbeleid;144826;;;;;
2014;Euro;x1000;U;I, De Koning;-;TOTAAL;39987;;;;;
2014;Euro;x1000;U;I, De Koning;1;UITKERING LEDEN KONINKLIJK HUIS;7614;;;;;
2014;Euro;x1000;U;I, De Koning;2;Functionele uitgaven van de Koning;26779;;;;;
2014;Euro;x1000;U;I, De Koning;3;Doorbelaste uitgaven van andere begrotingen;5594;;;;;
2014;Euro;x1000;O;I, De Koning;-;TOTAAL;0;;;;;
2014;Euro;x1000;O;I, De Koning;1;UITKERING LEDEN KONINKLIJK HUIS;0;;;;;
2014;Euro;x1000;O;I, De Koning;2;Functionele uitgaven van de Koning;0;;;;;
2014;Euro;x1000;O;I, De Koning;3;Doorbelaste uitgaven van andere begrotingen;0;;;;;
2014;Euro;x1000;V;I, De Koning;-;TOTAAL;39987;;;;;
2014;Euro;x1000;V;I, De Koning;1;UITKERING LEDEN KONINKLIJK HUIS;7614;;;;;
2014;Euro;x1000;V;I, De Koning;2;Functionele uitgaven van de Koning;26779;;;;;
2014;Euro;x1000;V;I, De Koning;3;Doorbelaste uitgaven van andere begrotingen;5594;;;;;
2014;Euro;x1000;U;A, Infrafonds;-;TOTAAL;6594555;;;;;
2014;Euro;x1000;U;A, Infrafonds;12;Hoofdwegennet;2800084;;;;;
2014;Euro;x1000;U;A, Infrafonds;13;Railwegen;2397939;;;;;
2014;Euro;x1000;U;A, Infrafonds;14;Regionaal, lokale infra;241969;;;;;
2014;Euro;x1000;U;A, Infrafonds;15;Hoofdvaarwegennet;895163;;;;;
2014;Euro;x1000;U;A, Infrafonds;17;Megaprojecten Verkeer en Vervoer;24368;;;;;
2014;Euro;x1000;U;A, Infrafonds;18;Overige uitgaven en ontvangsten;235032;;;;;
2014;Euro;x1000;U;A, Infrafonds;19;Bijdrage andere begrotingen Rijk;0;;;;;
2014;Euro;x1000;O;A, Infrafonds;-;TOTAAL;6594555;;;;;
2014;Euro;x1000;O;A, Infrafonds;12;Hoofdwegennet;133839;;;;;
2014;Euro;x1000;O;A, Infrafonds;13;Railwegen;65249;;;;;
2014;Euro;x1000;O;A, Infrafonds;14;Regionaal, lokale infra;0;;;;;
2014;Euro;x1000;O;A, Infrafonds;15;Hoofdvaarwegennet;32113;;;;;
2014;Euro;x1000;O;A, Infrafonds;17;Megaprojecten Verkeer en Vervoer;0;;;;;
2014;Euro;x1000;O;A, Infrafonds;18;Overige uitgaven en ontvangsten;0;;;;;
2014;Euro;x1000;O;A, Infrafonds;19;Bijdrage andere begrotingen Rijk;6363354;;;;;
2014;Euro;x1000;V;A, Infrafonds;-;TOTAAL;7415929;;;;;
2014;Euro;x1000;V;A, Infrafonds;12;Hoofdwegennet;4279533;;;;;
2014;Euro;x1000;V;A, Infrafonds;13;Railwegen;2018957;;;;;
2014;Euro;x1000;V;A, Infrafonds;14;Regionaal, lokale infra;230817;;;;;
2014;Euro;x1000;V;A, Infrafonds;15;Hoofdvaarwegennet;657706;;;;;
2014;Euro;x1000;V;A, Infrafonds;17;Megaprojecten Verkeer en Vervoer;0;;;;;
2014;Euro;x1000;V;A, Infrafonds;18;Overige uitgaven en ontvangsten;228916;;;;;
2014;Euro;x1000;V;A, Infrafonds;19;Bijdrage andere begrotingen Rijk;0;;;;;
2014;Euro;x1000;U;B, Gemeentefonds;-;TOTAAL;18381232;;;;;
2014;Euro;x1000;U;B, Gemeentefonds;1;Gemeentefonds;18381232;;;;;
2014;Euro;x1000;O;B, Gemeentefonds;-;TOTAAL;0;;;;;
2014;Euro;x1000;O;B, Gemeentefonds;1;Gemeentefonds;0;;;;;
2014;Euro;x1000;V;B, Gemeentefonds;-;TOTAAL;18381232;;;;;
2014;Euro;x1000;V;B, Gemeentefonds;1;Gemeentefonds;18381232;;;;;
2014;Euro;x1000;U;C, Provinciefonds;-;TOTAAL;1171987;;;;;
2014;Euro;x1000;U;C, Provinciefonds;1;Provinciefonds;1171987;;;;;
2014;Euro;x1000;O;C, Provinciefonds;-;TOTAAL;0;;;;;
2014;Euro;x1000;O;C, Provinciefonds;1;Provinciefonds;0;;;;;
2014;Euro;x1000;V;C, Provinciefonds;-;TOTAAL;1171987;;;;;
2014;Euro;x1000;V;C, Provinciefonds;1;Provinciefonds;1171987;;;;;
2014;Euro;x1000;U;F, Diergezondheidfonds;-;TOTAAL;10900;;;;;
2014;Euro;x1000;U;F, Diergezondheidfonds;1;Bewaking en bestrijding van dierziekten;10900;;;;;
2014;Euro;x1000;O;F, Diergezondheidfonds;-;TOTAAL;10900;;;;;
2014;Euro;x1000;O;F, Diergezondheidfonds;1;Bewaking en bestrijding van dierziekten;10900;;;;;
2014;Euro;x1000;V;F, Diergezondheidfonds;-;TOTAAL;10900;;;;;
2014;Euro;x1000;V;F, Diergezondheidfonds;1;Bewaking en bestrijding van dierziekten;10900;;;;;
2014;Euro;x1000;U;H, BES-fonds;-;TOTAAL;32709;;;;;
2014;Euro;x1000;U;H, BES-fonds;1;BES-fonds;32709;;;;;
2014;Euro;x1000;O;H, BES-fonds;-;TOTAAL;0;;;;;
2014;Euro;x1000;O;H, BES-fonds;1;BES-fonds;0;;;;;
2014;Euro;x1000;V;H, BES-fonds;-;TOTAAL;32709;;;;;
2014;Euro;x1000;V;H, BES-fonds;1;BES-fonds;32709;;;;;
2014;Euro;x1000;U;J, Deltafonds;-;TOTAAL;1230838;;;;;
2014;Euro;x1000;U;J, Deltafonds;1;Investeren in waterveiligheid;827890;;;;;
2014;Euro;x1000;U;J, Deltafonds;2;Investeren in zoetwatervoorziening;3863;;;;;
2014;Euro;x1000;U;J, Deltafonds;3;Beheer, Onderhoud en vervanging;176257;;;;;
2014;Euro;x1000;U;J, Deltafonds;5;Netwerkgebonden kosten en overige uitgaven;222828;;;;;
2014;Euro;x1000;U;J, Deltafonds;6;Bijdrage ten laste van begroting Hoofdstuk XII;0;;;;;
2014;Euro;x1000;O;J, Deltafonds;-;TOTAAL;1230838;;;;;
2014;Euro;x1000;O;J, Deltafonds;1;Investeren in waterveiligheid;141865;;;;;
2014;Euro;x1000;O;J, Deltafonds;2;Investeren in zoetwatervoorziening;0;;;;;
2014;Euro;x1000;O;J, Deltafonds;3;Beheer, Onderhoud en vervanging;0;;;;;
2014;Euro;x1000;O;J, Deltafonds;5;Netwerkgebonden kosten en overige uitgaven;0;;;;;
2014;Euro;x1000;O;J, Deltafonds;6;Bijdrage ten laste van begroting Hoofdstuk XII;1088973;;;;;
2014;Euro;x1000;O;J, Deltafonds;-;TOTAAL;1675299;;;;;
2014;Euro;x1000;V;J, Deltafonds;1;Investeren in waterveiligheid;1202246;;;;;
2014;Euro;x1000;V;J, Deltafonds;2;Investeren in zoetwatervoorziening;3143;;;;;
2014;Euro;x1000;V;J, Deltafonds;3;Beheer, Onderhoud en vervanging;232622;;;;;
2014;Euro;x1000;V;J, Deltafonds;5;Netwerkgebonden kosten en overige uitgaven;237288;;;;;
2014;Euro;x1000;V;J, Deltafonds;6;Bijdrage ten laste van begroting Hoofdstuk XII;0;;;;;
2013;Euro;miljoen;U;Rijk;-;TOTAAL;219.519,60;219.322,50;225.044,70;220.215,20;225.432,10;
2013;Euro;miljoen;U;Rijk;I;De Koning;39,9;39,9;40,2;40,4;40,6;
2013;Euro;miljoen;U;Rijk;IIA;Staten-Generaal;135,7;135,7;140,4;141,6;138,5;
2013;Euro;miljoen;U;Rijk;IIB;Overige Hoge Colleges van Staat en Kabinetten;111,9;111,9;119,9;118,2;115,9;
2013;Euro;miljoen;U;Rijk;III;Algemene Zaken;62,2;62,2;63,7;60,2;59,3;
2013;Euro;miljoen;U;Rijk;IV;Koninkrijksrelaties;277,5;277,5;291,6;291,1;311,1;
2013;Euro;miljoen;U;Rijk;V;Buitenlandse Zaken;11.777,50;11.787,70;9.281,60;8.743,10;8.597,80;
2013;Euro;miljoen;U;Rijk;VI;Veiligheid en Justitie;11.196,90;12.011,10;12.108,80;12.302,20;12.383,30;
2013;Euro;miljoen;U;Rijk;VII;Binnenlandse Zaken en Koninkrijksrelaties;4.790,30;844;836,9;822;806,1;
2013;Euro;miljoen;U;Rijk;VIII;Onderwijs, Cultuur en Wetenschap;34.074,60;34.352,60;34.524,70;35.176,70;35.160,70;
2013;Euro;miljoen;U;Rijk;IXA;Nationale Schuld (Transactiebasis);50.923,00;50.257,70;50.605,00;46.513,90;48.963,30;
2013;Euro;miljoen;U;Rijk;IXB;Financien;10.926,60;10.965,80;15.006,60;15.041,70;17.540,00;
2013;Euro;miljoen;U;Rijk;X;Defensie;7.777,00;7.777,00;7.788,50;7.710,20;7.702,10;
2013;Euro;miljoen;U;Rijk;XII;Infrastructuur en Milieu;9.910,50;9.985,50;10.007,10;9.880,30;9.857,30;
2013;Euro;miljoen;U;Rijk;XIII;Economische Zaken;5.229,20;5.151,20;4.990,10;5.197,40;5.014,90;
2013;Euro;miljoen;U;Rijk;XV;Sociale Zaken en Werkgelegenheid;30.225,20;30.389,90;30.556,10;29.483,30;29.290,30;
2013;Euro;miljoen;U;Rijk;XVI;Volksgezondheid, Welzijn en Sport;15.711,30;15.647,20;15.736,40;15.712,50;16.376,20;
2013;Euro;miljoen;U;Rijk;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;0;89,2;2.971,00;2.941,30;3.017,60;
2013;Euro;miljoen;U;Rijk;XVIII;Wonen & Rijksdienst;0;3.085,90;3.170,70;3.166,10;3.146,20;
2013;Euro;miljoen;U;Rijk;A;Infrastructuurfonds;6.234,50;6.234,50;6.300,50;6.282,60;6.248,60;
2013;Euro;miljoen;U;Rijk;B;Gemeentefonds;17.963,10;17.963,10;17.889,30;17.945,90;17.988,80;
2013;Euro;miljoen;U;Rijk;C;Provinciefonds;1.138,20;1.138,20;1.527,90;1.553,10;1.553,10;
2013;Euro;miljoen;U;Rijk;F;Diergezondheidsfonds;9,7;9,7;14,3;17,6;20,5;
2013;Euro;miljoen;U;Rijk;H;BES-fonds;32,1;32,1;34;34,1;35,7;
2013;Euro;miljoen;U;Rijk;J;Deltafonds;972,6;972,6;1.039,60;1.039,80;1.064,40;
2013;Euro;miljoen;O;Rijk;-;TOTAAL;82.250,30;81.032,90;90.796,10;96.134,30;99.016,80;
2013;Euro;miljoen;O;Rijk;I;De Koning;0;0;0,4;0,4;0,4;
2013;Euro;miljoen;O;Rijk;IIA;Staten-Generaal;3;3;5,2;5,2;5,1;
2013;Euro;miljoen;O;Rijk;IIB;Overige Hoge Colleges van Staat en Kabinetten;5,3;5,3;6;6,6;7,6;
2013;Euro;miljoen;O;Rijk;III;Algemene Zaken;6,6;6,6;8,8;9;9,2;
2013;Euro;miljoen;O;Rijk;IV;Koninkrijksrelaties;32,9;32,9;32,9;38;40;
2013;Euro;miljoen;O;Rijk;V;Buitenlandse Zaken;844,5;844,5;787,2;685;758,6;
2013;Euro;miljoen;O;Rijk;VI;Veiligheid en Justitie;1.362,10;1.362,10;1.248,80;1.310,60;1.465,30;
2013;Euro;miljoen;O;Rijk;VII;Binnenlandse Zaken en Koninkrijksrelaties;712,7;106,1;96,1;140;161,7;
2013;Euro;miljoen;O;Rijk;VIII;Onderwijs, Cultuur en Wetenschap;1.190,50;1.190,50;1.158,70;1.239,30;1.256,00;
2013;Euro;miljoen;O;Rijk;IXA;Nationale Schuld (Transactiebasis);49.055,90;48.027,80;52.282,40;55.585,00;55.074,60;
2013;Euro;miljoen;O;Rijk;IXB;Financien;6.628,00;6.246,30;7.389,00;8.342,30;10.889,30;
2013;Euro;miljoen;O;Rijk;X;Defensie;373,8;373,8;349,4;324,6;308,5;
2013;Euro;miljoen;O;Rijk;XII;Infrastructuur en Milieu;176,1;176,1;177,2;213,5;220,6;
2013;Euro;miljoen;O;Rijk;XIII;Economische Zaken;12.820,30;12.824,00;17.211,60;17.921,30;17.974,60;
2013;Euro;miljoen;O;Rijk;XV;Sociale Zaken en Werkgelegenheid;1.758,50;1.785,00;1.854,70;2.024,40;2.050,90;
2013;Euro;miljoen;O;Rijk;XVI;Volksgezondheid, Welzijn en Sport;63,5;63,5;136;206,8;810,2;
2013;Euro;miljoen;O;Rijk;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;0;14,3;71,7;95,8;80,5;
2013;Euro;miljoen;O;Rijk;XVIII;Wonen & Rijksdienst;0;754,3;625,6;630,7;580,4;
2013;Euro;miljoen;O;Rijk;A;Infrastructuurfonds;6.234,50;6.234,50;6.300,50;6.278,30;6.236,30;
2013;Euro;miljoen;O;Rijk;B;Gemeentefonds;0;0;0;0,1;0,1;
2013;Euro;miljoen;O;Rijk;C;Provinciefonds;0;0;0;0;0;
2013;Euro;miljoen;O;Rijk;F;Diergezondheidsfonds;9,7;9,7;14,3;17,6;20,5;
2013;Euro;miljoen;O;Rijk;H;BES-fonds;0;0;0;0;0;
2013;Euro;miljoen;O;Rijk;J;Deltafonds;972,6;972,6;1.039,60;1.059,90;1.066,50;
2013;Euro;miljoen;V;Rijk;-;TOTAAL;193.037,70;192.477,60;214.634,60;147.223,20;135.028,20;
2013;Euro;miljoen;V;Rijk;I;De Koning;39,9;39,9;40,2;40,4;40,6;
2013;Euro;miljoen;V;Rijk;IIA;Staten-Generaal;135,7;135,7;140,4;141,6;140,7;
2013;Euro;miljoen;V;Rijk;IIB;Overige Hoge Colleges van Staat en Kabinetten;111,9;111,9;119,9;118,2;115,6;
2013;Euro;miljoen;V;Rijk;III;Algemene Zaken;62,2;62,2;63,7;60,2;59,3;
2013;Euro;miljoen;V;Rijk;IV;Koninkrijksrelaties;84,6;84,6;98,6;98,1;115,2;
2013;Euro;miljoen;V;Rijk;V;Buitenlandse Zaken;10.622,80;10.633,10;9.047,80;8.561,10;8.404,70;
2013;Euro;miljoen;V;Rijk;VI;Veiligheid en Justitie;11.512,00;12.326,20;12.166,80;6.952,50;6.927,80;
2013;Euro;miljoen;V;Rijk;VII;Binnenlandse Zaken en Koninkrijksrelaties;4.853,20;843;835,8;820,8;788,5;
2013;Euro;miljoen;V;Rijk;VIII;Onderwijs, Cultuur en Wetenschap;0;0;0;0;-7,9;
2013;Euro;miljoen;V;Rijk;IXA;Nationale Schuld (Transactiebasis);50.923,00;50.257,70;50.605,00;46.513,90;48.963,30;
2013;Euro;miljoen;V;Rijk;IXB;Financien;17.756,50;17.795,80;32.463,50;-22.341,30;-33.111,90;
2013;Euro;miljoen;V;Rijk;X;Defensie;7.917,00;7.917,00;8.038,40;7.960,20;7.549,80;
2013;Euro;miljoen;V;Rijk;XII;Infrastructuur en Milieu;9.634,20;9.634,20;9.573,30;9.630,10;9.623,90;
2013;Euro;miljoen;V;Rijk;XIII;Economische Zaken;7.805,20;7.741,30;9.623,00;9.670,90;7.370,60;
2013;Euro;miljoen;V;Rijk;XV;Sociale Zaken en Werkgelegenheid;30.224,10;30.372,80;30.550,00;29.499,70;30.185,90;
2013;Euro;miljoen;V;Rijk;XVI;Volksgezondheid, Welzijn en Sport;15.502,90;15.438,80;15.546,10;15.893,60;15.847,10;
2013;Euro;miljoen;V;Rijk;XVII;Buitenlandse Handel & Ontwikkelingssamenwerking;0;75,1;2.388,90;2.406,40;1.548,40;
2013;Euro;miljoen;V;Rijk;XVIII;Wonen & Rijksdienst;0;3.155,90;3.240,70;3.236,90;3.195,70;
2013;Euro;miljoen;V;Rijk;A;Infrastructuurfonds;5.626,90;5.626,90;9.530,60;6.732,70;6.137,50;
2013;Euro;miljoen;V;Rijk;B;Gemeentefonds;17.963,10;17.963,10;17.860,60;17.992,20;17.995,70;
2013;Euro;miljoen;V;Rijk;C;Provinciefonds;1.138,20;1.138,20;1.527,60;1.552,70;1.552,70;
2013;Euro;miljoen;V;Rijk;F;Diergezondheidsfonds;9,7;9,7;14,3;17,6;20,5;
2013;Euro;miljoen;V;Rijk;H;BES-fonds;32,1;32,1;34;34,1;35,7;
2013;Euro;miljoen;V;Rijk;J;Deltafonds;1.082,30;1.082,30;1.125,50;1.630,60;1.528,90;
2013;Euro;miljoen;U;I, De Koning;-;TOTAAL;39.933;39.933;40.155;40.376;40.606;
2013;Euro;x1000;U;I, De Koning;1;UITKERING LEDEN KONINKLIJK HUIS;7.277;7.277;7.457;7.457;7.463;
2013;Euro;x1000;U;I, De Koning;2;Functionele uitgaven van de Koning;26.995;26.995;27.025;27.025;27.025;
2013;Euro;x1000;U;I, De Koning;3;Doorbelaste uitgaven van andere begrotingen;5.661;5.661;5.673;5.894;6.118;
2013;Euro;x1000;O;I, De Koning;-;TOTAAL;0;0;418;418;418;
2013;Euro;x1000;O;I, De Koning;1;UITKERING LEDEN KONINKLIJK HUIS;0;0;0;0;0;
2013;Euro;x1000;O;I, De Koning;2;Functionele uitgaven van de Koning;0;0;293;293;293;
2013;Euro;x1000;O;I, De Koning;3;Doorbelaste uitgaven van andere begrotingen;0;0;125;125;125;
2013;Euro;x1000;V;I, De Koning;;TOTAAL;39.933;39.933;40.155;40.376;40.606;
2013;Euro;x1000;V;I, De Koning;1;UITKERING LEDEN KONINKLIJK HUIS;7.277;7.277;7.457;7.457;7.463;
2013;Euro;x1000;V;I, De Koning;2;Functionele uitgaven van de Koning;26.995;26.995;27.025;27.025;27.025;
2013;Euro;x1000;V;I, De Koning;3;Doorbelaste uitgaven van andere begrotingen;5.661;5.661;5.673;5.894;6.118;
2013;Euro;x1000;U;Iia, Staten Generaal;-;TOTAAL;135.724;135.724;140.423;141.61;138.51;
2013;Euro;x1000;U;Iia, Staten Generaal;1;Wetgeving en controle Eerste Kamer;11.434;11.434;11.542;13.481;11.807;
2013;Euro;x1000;U;Iia, Staten Generaal;2;Uitgaven tbv van (oud) leden Tweede Kamer en leden EP;31.915;31.915;31.915;32.21;29.89;
2013;Euro;x1000;U;Iia, Staten Generaal;3;Wetgeving en controle Tweede Kamer;93.784;93.784;94.908;94.923;95.429;
2013;Euro;x1000;U;Iia, Staten Generaal;4;Wetgeving en controle Eerste en Tweede Kamer;1.561;1.561;1.515;1.529;1.384;
2013;Euro;x1000;U;Iia, Staten Generaal;10;Nominaal en onvoorzien;-2.97;-2.97;543;-533;0;
2013;Euro;x1000;O;Iia, Staten Generaal;-;TOTAAL;2.954;2.954;5.154;5.165;5.056;
2013;Euro;x1000;O;Iia, Staten Generaal;1;Wetgeving en controle Eerste Kamer;79;79;79;90;204;
2013;Euro;x1000;O;Iia, Staten Generaal;2;Uitgaven tbv van (oud) leden Tweede Kamer en leden EP;86;86;86;86;86;
2013;Euro;x1000;O;Iia, Staten Generaal;3;Wetgeving en controle Tweede Kamer;2.766;2.766;4.966;4.966;4.766;
2013;Euro;x1000;O;Iia, Staten Generaal;4;Wetgeving en controle Eerste en Tweede Kamer;23;23;23;23;0;
2013;Euro;x1000;O;Iia, Staten Generaal;10;Nominaal en onvoorzien;0;0;0;0;0;
2013;Euro;x1000;V;Iia, Staten Generaal;-;TOTAAL;135.724;135.724;140.423;141.61;140.709;
2013;Euro;x1000;V;Iia, Staten Generaal;1;Wetgeving en controle Eerste Kamer;11.434;11.434;11.542;13.481;11.844;
2013;Euro;x1000;V;Iia, Staten Generaal;2;Uitgaven tbv van (oud) leden Tweede Kamer en leden EP;31.915;31.915;31.915;32.21;29.89;
2013;Euro;x1000;V;Iia, Staten Generaal;3;Wetgeving en controle Tweede Kamer;93.784;93.784;94.908;94.923;97.69;
2013;Euro;x1000;V;Iia, Staten Generaal;4;Wetgeving en controle Eerste en Tweede Kamer;1.561;1.561;1.515;1.529;1.285;
2013;Euro;x1000;V;Iia, Staten Generaal;10;Nominaal en onvoorzien;-2.97;-2.97;543;-533;0;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;-;TOTAAL;111.947;111.947;119.886;118.162;115.921;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;1;Raad van State;57.417;57.417;60.879;59.912;58.99;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;2;Algemene Rekenkamer;28.895;28.895;29.736;29.799;29.051;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;3;De Nationale Ombudsman;15.25;15.25;16.014;16.303;16.226;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;4;Kanselarij der Nederlandse Orden;3.424;3.424;4.983;5.049;4.845;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;5;Kabinet van de Gouverneur van de Nederlandse Antillen;0;0;0;0;0;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;6;Kabinet van de Gouverneur van Aruba;1.865;1.865;1.941;1.941;1.986;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;7;Kabinet van de Gouverneur van Curaçao;2.786;2.786;2.786;2.785;2.55;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;8;Kabinet van de Gouverneur van Sint Maarten;2.119;2.119;2.37;2.373;2.273;
2013;Euro;x1000;U;Iib, Overige Hoge Colleges van Staat;10;Nominaal en onvoorzien;191;191;1.177;0;0;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;-;TOTAAL;5.347;5.347;6.047;6.577;7.643;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;1;Raad van State;2.002;2.002;2.302;2.302;2.987;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;2;Algemene Rekenkamer;1.217;1.217;1.217;1.217;1.101;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;3;De Nationale Ombudsman;1.789;1.789;2.189;2.719;2.84;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;4;Kanselarij der Nederlandse Orden;29;29;29;29;130;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;5;Kabinet van de Gouverneur van de Nederlandse Antillen;0;0;0;0;0;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;6;Kabinet van de Gouverneur van Aruba;60;60;60;60;148;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;7;Kabinet van de Gouverneur van Curaçao;200;200;200;200;148;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;8;Kabinet van de Gouverneur van Sint Maarten;50;50;50;50;289;
2013;Euro;x1000;O;Iib, Overige Hoge Colleges van Staat;10;Nominaal en onvoorzien;0;0;0;0;0;
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;-;TOTAAL;111.947;111.947;119.886;118.162;115.552;
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;1;Raad van State;57.417;57.417;60.879;59.912;59.254;
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;2;Algemene Rekenkamer;28.895;28.895;29.736;29.799;29.137;
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;3;De Nationale Ombudsman;15.25;15.25;16.014;16.303;15.632;
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;4;Kanselarij der Nederlandse Orden;3.424;3.424;4.983;5.049;4.791;
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;5;Kabinet van de Gouverneur van de Nederlandse Antillen;0;0;0;0;0;
2013;Euro;x1000;V;Iib, Overige Hoge Colleges van Staat;6;Kabinet van de Gouverneur van Aruba;1.865;1.865;1.941;1.941;1.985;
